,0
CT-0107,0.9891086232736394
CT-0114,0.9953631570304113
CT-0258,0.9808671608507883
CT-0259,0.9982161918275724
CT-0260,0.9761654388296637
CT-0472,0.9819946689184657
CT-0519,0.9998259027625082
CT-0620,0.995168440083117
CT-0686,0.9961660664366255
CT-0736,0.9851803060250509
CT-0791,0.9815095086546198
